what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371629491826
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371629491945
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1371629491974
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371629495802
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371629502239
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371629505328
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371629506749
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371629508225
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1371629509043
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371629516955
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1371629517547
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1371629518007
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371629521069
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371629522932
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371629525198
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1371629543568
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371629546555
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371629555560
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371629558891
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371629561392
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371629593321
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1371629594569
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1371629597394
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371629602652
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1371629607450
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371629722277
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371629723729
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371629725741
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371629734779
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371629738538
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371629763452
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371629766060
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1371629920157
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371629920359
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1371629920382
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371629921641
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371629929678
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371630143170
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371630206524
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371630208586
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371630396843
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371630398845
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1371630494413
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371630494560
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1371630494583
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371630497505
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1371630548613
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1371630553116
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1371630553635
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1371630553679
